121.44891,25.16489
121.54455,25.16208
121.74048,25.13331
121.492,25.11575
121.78121,25.07118
121.51485,25.03766
121.04749,25.00674
121.52,24.9593
121.8308,24.85323
121.01422,24.82785
121.75653,24.76398
121.84248,24.49709
121.74103,24.26676
120.68408,24.14574
121.61328,23.97513
120.32586,23.96824
120.90805,23.88133
120.16933,23.53628
120.81324,23.50821
120.43291,23.49593
120.95952,23.48761
120.18026,23.35893
120.08625,23.14729
120.29722,23.11288
121.37343,23.09749
120.1116,23.0235
120.20477,22.99324
121.15459,22.75221
120.3125,22.7304
120.4151,22.4782
120.5548,22.3929
120.90379,22.35568
120.71625,22.0744
120.74634,22.0039
120.80803,21.94824
121.36973,24.93903
121.68766,24.71813
120.82458,24.56457
121.68914,24.21829
121.6297,24.14743
120.6241,24.10706
120.6995,24.0419
120.5862,23.89765
121.50808,23.87085
120.47836,23.67873
